Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782347691,10,,Aggregated,1.800000,0.000000,330,650,730,820,920,1400,2100,2200,2200,2200,2200,210,0,330,548.9494418908309,209.0012920089066,2243.7936670030467,5035.261904761905
1782347692,10,,Aggregated,1.700000,0.000000,340,650,730,820,920,1400,2100,2200,2200,2200,2200,212,0,330,549.1053278495905,209.0012920089066,2243.7936670030467,4988.183962264151
1782347693,10,,Aggregated,1.700000,0.000000,340,650,730,820,920,1400,2100,2200,2200,2200,2200,212,0,330,549.1053278495905,209.0012920089066,2243.7936670030467,4988.183962264151
1782347694,10,,Aggregated,1.700000,0.000000,340,650,730,820,920,1400,2100,2200,2200,2200,2200,212,0,330,549.1053278495905,209.0012920089066,2243.7936670030467,4988.183962264151
1782347695,10,,Aggregated,1.800000,0.000000,360,660,730,830,920,1700,2100,2200,2200,2200,2200,214,0,340,556.0403666501184,209.0012920089066,2243.7936670030467,4947.308411214954
1782347696,10,,Aggregated,1.700000,0.000000,340,660,730,820,920,1700,2100,2200,2200,2200,2200,216,0,330,553.3394683893507,209.0012920089066,2243.7936670030467,5021.638888888889
1782347697,10,,Aggregated,1.500000,0.000000,330,660,730,820,920,1700,2100,2200,2200,2200,2200,219,0,330,551.4077365209166,209.0012920089066,2243.7936670030467,4953.260273972603
1782347698,10,,Aggregated,1.500000,0.000000,330,660,730,820,920,1700,2100,2200,2200,2200,2200,219,0,330,551.4077365209166,209.0012920089066,2243.7936670030467,4953.260273972603
1782347699,10,,Aggregated,1.500000,0.000000,330,660,730,820,920,1400,2100,2200,2200,2200,2200,221,0,330,551.847419140774,209.0012920089066,2243.7936670030467,5025.85520361991
1782347700,10,,Aggregated,1.500000,0.000000,330,660,730,820,920,1400,2100,2200,2200,2200,2200,223,0,330,549.1610743907268,209.0012920089066,2243.7936670030467,5039.367713004484
1782347701,10,,Aggregated,1.300000,0.000000,330,650,730,820,920,1400,2100,2200,2200,2200,2200,225,0,330,546.4751107651844,209.0012920089066,2243.7936670030467,5052.24
1782347702,10,,Aggregated,1.500000,0.000000,330,650,730,820,920,1400,2100,2200,2200,2200,2200,226,0,320,545.2967035671463,209.0012920089066,2243.7936670030467,5087.296460176991
1782347703,10,,Aggregated,1.500000,0.000000,330,650,730,820,920,1400,2100,2200,2200,2200,2200,227,0,330,546.7691461329753,209.0012920089066,2243.7936670030467,5122.044052863436
